Code Snippet,Syntax Error,Optimization Suggestion,Time Complexity,Cyclomatic Complexity
"const pathSum = (root, sum) => { const result = []; const dfs = (node, currentSum, path) => { if (!node) return; currentSum += node.val; if (!node.left && !node.right && currentSum === sum) result.push(path.concat(node.val)); dfs(node.left, currentSum, path.concat(node.val)); dfs(node.right, currentSum, path.concat(node.val)); }; dfs(root, 0, []); return result; };",No,No,O(n),3
"const findPath = (root, target) => { const dfs = (node) => { if (!node) return false; if (node.val === target) return true; return dfs(node.left) || dfs(node.right); }; return dfs(root); };",No,No,O(n),3
"const maxPathSum = (root) => { let maxSum = -Infinity; const dfs = (node) => { if (!node) return 0; const left = Math.max(dfs(node.left), 0); const right = Math.max(dfs(node.right), 0); maxSum = Math.max(maxSum, left + right + node.val); return left + right + node.val; }; dfs(root); return maxSum; };",No,No,O(n),3
"const serialize = (root) => { const result = []; const dfs = (node) => { if (!node) { result.push('null'); return; } result.push(node.val); dfs(node.left); dfs(node.right); }; dfs(root); return result.join(','); };",No,No,O(n),3
"const deserialize = (data) => { const list = data.split(','); const dfs = () => { const value = list.shift(); if (value === 'null') return null; const node = new TreeNode(Number(value)); node.left = dfs(); node.right = dfs(); return node; }; return dfs(); };",No,No,O(n),3
"const convertBST = (root) => { let sum = 0; const dfs = (node) => { if (!node) return; dfs(node.right); sum += node.val; node.val = sum; dfs(node.left); }; dfs(root); return root; };",No,No,O(n),3
"const maxDepth = (root) => { if (!root) return 0; return Math.max(maxDepth(root.left), maxDepth(root.right)) + 1; };",No,No,O(n),3
"const isBalanced = (root) => { const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); if (left === -1 || right === -1 || Math.abs(left - right) > 1) return -1; return Math.max(left, right) + 1; }; return dfs(root) !== -1; };",No,No,O(n),3
"const lowestCommonAncestor = (root, p, q) => { if (!root || root === p || root === q) return root; const left = lowestCommonAncestor(root.left, p, q); const right = lowestCommonAncestor(root.right, p, q); return left && right ? root : left || right; };",No,No,O(n),3
"const pathSum = (root, sum) => { const result = []; const dfs = (node, currentSum) => { if (!node) return; currentSum += node.val; if (!node.left && !node.right && currentSum === sum) result.push(currentSum); dfs(node.left, currentSum); dfs(node.right, currentSum); }; dfs(root, 0); return result; };",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const dfs = (node) => { if (!node) return 0; const leftHeight = dfs(node.left); const rightHeight = dfs(node.right); maxDiameter = Math.max(maxDiameter, leftHeight + rightHeight); return Math.max(leftHeight, rightHeight) + 1; }; dfs(root); return maxDiameter; };",No,No,O(n),3
"const mergeTrees = (t1, t2) => { if (!t1 && !t2) return null; const val1 = t1 ? t1.val : 0; const val2 = t2 ? t2.val : 0; const merged = new TreeNode(val1 + val2); merged.left = mergeTrees(t1 ? t1.left : null, t2 ? t2.left : null); merged.right = mergeTrees(t1 ? t1.right : null, t2 ? t2.right : null); return merged; };",No,No,O(n),3
"const maxPathSum = (root) => { let maxSum = -Infinity; const dfs = (node) => { if (!node) return 0; const left = Math.max(dfs(node.left), 0); const right = Math.max(dfs(node.right), 0); maxSum = Math.max(maxSum, left + right + node.val); return left + right + node.val; }; dfs(root); return maxSum; };",No,No,O(n),3
"const sumOfLeftLeaves = (root) => { const dfs = (node, isLeft) => { if (!node) return 0; if (!node.left && !node.right && isLeft) return node.val; return dfs(node.left, true) + dfs(node.right, false); }; return dfs(root, false); };",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const dfs = (node) => { if (!node) return 0; const leftHeight = dfs(node.left); const rightHeight = dfs(node.right); maxDiameter = Math.max(maxDiameter, leftHeight + rightHeight); return Math.max(leftHeight, rightHeight) + 1; }; dfs(root); return maxDiameter; };",No,No,O(n),3
"const averageOfLevels = (root) => { const result = []; const dfs = (node, depth) => { if (!node) return; if (!result[depth]) result[depth] = []; result[depth].push(node.val); dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; dfs(root, 0); return result.map(level => level.reduce((a, b) => a + b) / level.length); };",No,No,O(n),3
"const pathSum = (root, sum) => { const result = []; const dfs = (node, currentSum) => { if (!node) return; currentSum += node.val; if (!node.left && !node.right && currentSum === sum) result.push(currentSum); dfs(node.left, currentSum); dfs(node.right, currentSum); }; dfs(root, 0); return result; };",No,No,O(n),3
"const levelOrder = (root) => { const result = []; const dfs = (node, depth) => { if (!node) return; if (!result[depth]) result[depth] = []; result[depth].push(node.val); dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; dfs(root, 0); return result; };",No,No,O(n),3
"const isSymmetric = (root) => { const dfs = (left, right) => { if (!left && !right) return true; if (!left || !right) return false; return left.val === right.val && dfs(left.left, right.right) && dfs(left.right, right.left); }; return dfs(root.left, root.right); };",No,No,O(n),3
"const lowestCommonAncestor = (root, p, q) => { if (!root || root === p || root === q) return root; const left = lowestCommonAncestor(root.left, p, q); const right = lowestCommonAncestor(root.right, p, q); return left && right ? root : left || right; };",No,No,O(n),3
"const findBottomLeftValue = (root) => { let result; const dfs = (node, depth) => { if (!node) return; if (depth > maxDepth) { result = node.val; maxDepth = depth; } dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; let maxDepth = -1; dfs(root, 0); return result; };",No,No,O(n),3
"const convertBST = (root) => { let sum = 0; const dfs = (node) => { if (!node) return; dfs(node.right); sum += node.val; node.val = sum; dfs(node.left); }; dfs(root); return root; };",No,No,O(n),3
"const findLeaves = (root) => { const result = []; const dfs = (node) => { if (!node) return; if (!result[node.depth]) result[node.depth] = []; result[node.depth].push(node.val); dfs(node.left); dfs(node.right); }; dfs(root); return result; };",No,No,O(n),3
"const zigzagLevelOrder = (root) => { const result = []; const dfs = (node, depth) => { if (!node) return; if (!result[depth]) result[depth] = []; result[depth].push(node.val); dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; dfs(root, 0); return result.map((level, i) => i % 2 === 0 ? level : level.reverse()); };",No,No,O(n),3
"const maxDepth = (root) => { if (!root) return 0; return Math.max(maxDepth(root.left), maxDepth(root.right)) + 1; };",No,No,O(n),3
"const minDepth = (root) => { if (!root) return 0; if (!root.left) return minDepth(root.right) + 1; if (!root.right) return minDepth(root.left) + 1; return Math.min(minDepth(root.left), minDepth(root.right)) + 1; };",No,No,O(n),3
"const isBalanced = (root) => { const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); if (left === -1 || right === -1 || Math.abs(left - right) > 1) return -1; return Math.max(left, right) + 1; }; return dfs(root) !== -1; };",No,No,O(n),3
"const binaryTreePaths = (root) => { const result = []; const dfs = (node, path) => { if (!node) return; path += node.val; if (!node.left && !node.right) result.push(path); else { path += '->'; dfs(node.left, path); dfs(node.right, path); } }; dfs(root, ''); return result; };",No,No,O(n),3
"const flatten = (root) => { const dfs = (node) => { if (!node) return null; const left = dfs(node.left); const right = dfs(node.right); node.left = null; node.right = right; return left || node; }; return dfs(root); };",No,No,O(n),3
"const longestUnivaluePath = (root) => { let maxPath = 0; const dfs = (node, parentValue) => { if (!node) return 0; const left = dfs(node.left, node.val); const right = dfs(node.right, node.val); maxPath = Math.max(maxPath, left + right); return node.val === parentValue ? Math.max(left, right) + 1 : 0; }; dfs(root, null); return maxPath; };",No,No,O(n),3
"const levelOrder = (root) => { const result = []; const dfs = (node, depth) => { if (!node) return; if (!result[depth]) result[depth] = []; result[depth].push(node.val); dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; dfs(root, 0); return result; };",No,No,O(n),3
"const flatten = (root) => { let prev = null; const dfs = (node) => { if (!node) return; dfs(node.right); dfs(node.left); node.right = prev; node.left = null; prev = node; }; dfs(root); };",No,No,O(n),3
"const isSymmetric = (root) => { const dfs = (left, right) => { if (!left && !right) return true; if (!left || !right) return false; return left.val === right.val && dfs(left.left, right.right) && dfs(left.right, right.left); }; return dfs(root.left, root.right); };",No,No,O(n),3
"const rangeSumBST = (root, low, high) => { if (!root) return 0; if (root.val < low) return rangeSumBST(root.right, low, high); if (root.val > high) return rangeSumBST(root.left, low, high); return root.val + rangeSumBST(root.left, low, high) + rangeSumBST(root.right, low, high); };",No,No,O(n),3
"const findTarget = (root, k) => { const seen = new Set(); const dfs = (node) => { if (!node) return false; if (seen.has(k - node.val)) return true; seen.add(node.val); return dfs(node.left) || dfs(node.right); }; return dfs(root); };",No,No,O(n),3
"const sumOfLeftLeaves = (root) => { const dfs = (node, isLeft) => { if (!node) return 0; if (!node.left && !node.right && isLeft) return node.val; return dfs(node.left, true) + dfs(node.right, false); }; return dfs(root, false); };",No,No,O(n),3
"const isBalanced = (root) => { const dfs = (node) => { if (!node) return 0; const left = dfs(node.left); const right = dfs(node.right); if (left === -1 || right === -1 || Math.abs(left - right) > 1) return -1; return Math.max(left, right) + 1; }; return dfs(root) !== -1; };",No,No,O(n),3
"const binaryTreePaths = (root) => { const result = []; const dfs = (node, path) => { if (!node) return; path += node.val; if (!node.left && !node.right) result.push(path); else { path += '->'; dfs(node.left, path); dfs(node.right, path); } }; dfs(root, ''); return result; };",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const dfs = (node) => { if (!node) return 0; const leftHeight = dfs(node.left); const rightHeight = dfs(node.right); maxDiameter = Math.max(maxDiameter, leftHeight + rightHeight); return Math.max(leftHeight, rightHeight) + 1; }; dfs(root); return maxDiameter; };",No,No,O(n),3
"const convertBST = (root) => { let sum = 0; const dfs = (node) => { if (!node) return; dfs(node.right); sum += node.val; node.val = sum; dfs(node.left); }; dfs(root); return root; };",No,No,O(n),3
"const findBottomLeftValue = (root) => { let result; const dfs = (node, depth) => { if (!node) return; if (depth > maxDepth) { result = node.val; maxDepth = depth; } dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; let maxDepth = -1; dfs(root, 0); return result; };",No,No,O(n),3
"const longestUnivaluePath = (root) => { let maxPath = 0; const dfs = (node, parentValue) => { if (!node) return 0; const left = dfs(node.left, node.val); const right = dfs(node.right, node.val); maxPath = Math.max(maxPath, left + right); return node.val === parentValue ? Math.max(left, right) + 1 : 0; }; dfs(root, null); return maxPath; };",No,No,O(n),3
"const isSymmetric = (root) => { const dfs = (left, right) => { if (!left && !right) return true; if (!left || !right) return false; return left.val === right.val && dfs(left.left, right.right) && dfs(left.right, right.left); }; return dfs(root.left, root.right); };",No,No,O(n),3
"const rangeSumBST = (root, low, high) => { if (!root) return 0; if (root.val < low) return rangeSumBST(root.right, low, high); if (root.val > high) return rangeSumBST(root.left, low, high); return root.val + rangeSumBST(root.left, low, high) + rangeSumBST(root.right, low, high); };",No,No,O(n),3
"const maxDepth = (root) => { if (!root) return 0; return Math.max(maxDepth(root.left), maxDepth(root.right)) + 1; };",No,No,O(n),3
"const diameterOfBinaryTree = (root) => { let maxDiameter = 0; const dfs = (node) => { if (!node) return 0; const leftHeight = dfs(node.left); const rightHeight = dfs(node.right); maxDiameter = Math.max(maxDiameter, leftHeight + rightHeight); return Math.max(leftHeight, rightHeight) + 1; }; dfs(root); return maxDiameter; };",No,No,O(n),3
"const flatten = (root) => { let prev = null; const dfs = (node) => { if (!node) return; dfs(node.right); dfs(node.left); node.right = prev; node.left = null; prev = node; }; dfs(root); };",No,No,O(n),3
"const maxPathSum = (root) => { let maxSum = -Infinity; const dfs = (node) => { if (!node) return 0; const left = Math.max(dfs(node.left), 0); const right = Math.max(dfs(node.right), 0); maxSum = Math.max(maxSum, left + right + node.val); return left + right + node.val; }; dfs(root); return maxSum; };",No,No,O(n),3
"const sumOfLeftLeaves = (root) => { const dfs = (node, isLeft) => { if (!node) return 0; if (!node.left && !node.right && isLeft) return node.val; return dfs(node.left, true) + dfs(node.right, false); }; return dfs(root, false); };",No,No,O(n),3
